2,-37.01,189.99,92.71,-37.01,189.99,92.71,0.00,0.00,0.00,-37.01,189.99,92.71,-37.01,189.99,92.71,0.00,0.00,0.00,-37.01,189.99,92.71,-37.01,189.99,92.71,0.00,0.00,0.00,-37.01,189.99,92.71,-37.01,189.99,92.71,0.00,0.00,0.00,-34.92,211.79,91.04,-63.04,227.84,31.05,0.41,-0.24,0.88,-34.92,211.79,91.04,-63.04,227.84,31.05,0.41,-0.24,0.88,-34.92,211.79,91.04,-63.04,227.84,31.05,0.41,-0.24,0.88,-34.92,211.79,91.04,-63.04,227.84,31.05,0.41,-0.24,0.88,-25.38,216.79,87.29,-43.89,234.47,27.92,0.29,-0.27,0.92,-25.38,216.79,87.29,-43.89,234.47,27.92,0.29,-0.27,0.92,-25.38,216.79,87.29,-43.89,234.47,27.92,0.29,-0.27,0.92,-25.38,216.79,87.29,-43.89,234.47,27.92,0.29,-0.27,0.92,-14.77,219.00,83.81,-22.94,236.78,29.16,0.14,-0.31,0.94,-14.77,219.00,83.81,-22.94,236.78,29.16,0.14,-0.31,0.94,-14.77,219.00,83.81,-22.94,236.78,29.16,0.14,-0.31,0.94,-14.77,219.00,83.81,-22.94,236.78,29.16,0.14,-0.31,0.94,-2.82,214.63,80.35,-3.29,234.36,30.38,0.01,-0.37,0.93,-2.82,214.63,80.35,-3.29,234.36,30.38,0.01,-0.37,0.93,-2.82,214.63,80.35,-3.29,234.36,30.38,0.01,-0.37,0.93,-2.82,214.63,80.35,-3.29,234.36,30.38,0.01,-0.37,0.93
2,-37.18,190.22,92.84,-37.18,190.22,92.84,0.00,0.00,0.00,-37.18,190.22,92.84,-37.18,190.22,92.84,0.00,0.00,0.00,-37.18,190.22,92.84,-37.18,190.22,92.84,0.00,0.00,0.00,-37.18,190.22,92.84,-37.18,190.22,92.84,0.00,0.00,0.00,-35.12,212.02,91.22,-63.35,228.19,31.32,0.41,-0.24,0.88,-35.12,212.02,91.22,-63.35,228.19,31.32,0.41,-0.24,0.88,-35.12,212.02,91.22,-63.35,228.19,31.32,0.41,-0.24,0.88,-35.12,212.02,91.22,-63.35,228.19,31.32,0.41,-0.24,0.88,-25.59,217.05,87.47,-44.22,234.85,28.17,0.29,-0.28,0.92,-25.59,217.05,87.47,-44.22,234.85,28.17,0.29,-0.28,0.92,-25.59,217.05,87.47,-44.22,234.85,28.17,0.29,-0.28,0.92,-25.59,217.05,87.47,-44.22,234.85,28.17,0.29,-0.28,0.92,-14.99,219.29,83.98,-23.27,237.19,29.39,0.14,-0.31,0.94,-14.99,219.29,83.98,-23.27,237.19,29.39,0.14,-0.31,0.94,-14.99,219.29,83.98,-23.27,237.19,29.39,0.14,-0.31,0.94,-14.99,219.29,83.98,-23.27,237.19,29.39,0.14,-0.31,0.94,-3.04,214.93,80.49,-3.61,234.79,30.57,0.01,-0.37,0.93,-3.04,214.93,80.49,-3.61,234.79,30.57,0.01,-0.37,0.93,-3.04,214.93,80.49,-3.61,234.79,30.57,0.01,-0.37,0.93,-3.04,214.93,80.49,-3.61,234.79,30.57,0.01,-0.37,0.93
2,-37.38,190.48,92.92,-37.38,190.48,92.92,0.00,0.00,0.00,-37.38,190.48,92.92,-37.38,190.48,92.92,0.00,0.00,0.00,-37.38,190.48,92.92,-37.38,190.48,92.92,0.00,0.00,0.00,-37.38,190.48,92.92,-37.38,190.48,92.92,0.00,0.00,0.00,-35.33,212.30,91.35,-63.65,228.57,31.51,0.42,-0.24,0.88,-35.33,212.30,91.35,-63.65,228.57,31.51,0.42,-0.24,0.88,-35.33,212.30,91.35,-63.65,228.57,31.51,0.42,-0.24,0.88,-35.33,212.30,91.35,-63.65,228.57,31.51,0.42,-0.24,0.88,-25.81,217.34,87.59,-44.51,235.25,28.36,0.29,-0.28,0.92,-25.81,217.34,87.59,-44.51,235.25,28.36,0.29,-0.28,0.92,-25.81,217.34,87.59,-44.51,235.25,28.36,0.29,-0.28,0.92,-25.81,217.34,87.59,-44.51,235.25,28.36,0.29,-0.28,0.92,-15.21,219.58,84.10,-23.56,237.59,29.55,0.14,-0.31,0.94,-15.21,219.58,84.10,-23.56,237.59,29.55,0.14,-0.31,0.94,-15.21,219.58,84.10,-23.56,237.59,29.55,0.14,-0.31,0.94,-15.21,219.58,84.10,-23.56,237.59,29.55,0.14,-0.31,0.94,-3.26,215.24,80.58,-3.90,235.20,30.70,0.01,-0.37,0.93,-3.26,215.24,80.58,-3.90,235.20,30.70,0.01,-0.37,0.93,-3.26,215.24,80.58,-3.90,235.20,30.70,0.01,-0.37,0.93,-3.26,215.24,80.58,-3.90,235.20,30.70,0.01,-0.37,0.93
2,-37.66,190.74,92.85,-37.66,190.74,92.85,0.00,0.00,0.00,-37.66,190.74,92.85,-37.66,190.74,92.85,0.00,0.00,0.00,-37.66,190.74,92.85,-37.66,190.74,92.85,0.00,0.00,0.00,-37.66,190.74,92.85,-37.66,190.74,92.85,0.00,0.00,0.00,-35.59,212.55,91.32,-63.91,228.98,31.53,0.42,-0.24,0.88,-35.59,212.55,91.32,-63.91,228.98,31.53,0.42,-0.24,0.88,-35.59,212.55,91.32,-63.91,228.98,31.53,0.42,-0.24,0.88,-35.59,212.55,91.32,-63.91,228.98,31.53,0.42,-0.24,0.88,-26.06,217.59,87.57,-44.77,235.65,28.39,0.29,-0.28,0.92,-26.06,217.59,87.57,-44.77,235.65,28.39,0.29,-0.28,0.92,-26.06,217.59,87.57,-44.77,235.65,28.39,0.29,-0.28,0.92,-26.06,217.59,87.57,-44.77,235.65,28.39,0.29,-0.28,0.92,-15.46,219.83,84.08,-23.82,237.96,29.57,0.14,-0.31,0.94,-15.46,219.83,84.08,-23.82,237.96,29.57,0.14,-0.31,0.94,-15.46,219.83,84.08,-23.82,237.96,29.57,0.14,-0.31,0.94,-15.46,219.83,84.08,-23.82,237.96,29.57,0.14,-0.31,0.94,-3.52,215.48,80.55,-4.16,235.55,30.71,0.01,-0.37,0.93,-3.52,215.48,80.55,-4.16,235.55,30.71,0.01,-0.37,0.93,-3.52,215.48,80.55,-4.16,235.55,30.71,0.01,-0.37,0.93,-3.52,215.48,80.55,-4.16,235.55,30.71,0.01,-0.37,0.93
2,-37.86,190.92,92.81,-37.86,190.92,92.81,0.00,0.00,0.00,-37.86,190.92,92.81,-37.86,190.92,92.81,0.00,0.00,0.00,-37.86,190.92,92.81,-37.86,190.92,92.81,0.00,0.00,0.00,-37.86,190.92,92.81,-37.86,190.92,92.81,0.00,0.00,0.00,-35.77,212.73,91.31,-64.09,229.26,31.55,0.42,-0.24,0.88,-35.77,212.73,91.31,-64.09,229.26,31.55,0.42,-0.24,0.88,-35.77,212.73,91.31,-64.09,229.26,31.55,0.42,-0.24,0.88,-35.77,212.73,91.31,-64.09,229.26,31.55,0.42,-0.24,0.88,-26.24,217.76,87.56,-44.95,235.92,28.41,0.29,-0.28,0.92,-26.24,217.76,87.56,-44.95,235.92,28.41,0.29,-0.28,0.92,-26.24,217.76,87.56,-44.95,235.92,28.41,0.29,-0.28,0.92,-26.24,217.76,87.56,-44.95,235.92,28.41,0.29,-0.28,0.92,-15.64,220.00,84.07,-24.00,238.22,29.59,0.14,-0.31,0.94,-15.64,220.00,84.07,-24.00,238.22,29.59,0.14,-0.31,0.94,-15.64,220.00,84.07,-24.00,238.22,29.59,0.14,-0.31,0.94,-15.64,220.00,84.07,-24.00,238.22,29.59,0.14,-0.31,0.94,-3.70,215.65,80.53,-4.34,235.79,30.72,0.01,-0.37,0.93,-3.70,215.65,80.53,-4.34,235.79,30.72,0.01,-0.37,0.93,-3.70,215.65,80.53,-4.34,235.79,30.72,0.01,-0.37,0.93,-3.70,215.65,80.53,-4.34,235.79,30.72,0.01,-0.37,0.93
2,-38.01,191.01,92.75,-38.01,191.01,92.75,0.00,0.00,0.00,-38.01,191.01,92.75,-38.01,191.01,92.75,0.00,0.00,0.00,-38.01,191.01,92.75,-38.01,191.01,92.75,0.00,0.00,0.00,-38.01,191.01,92.75,-38.01,191.01,92.75,0.00,0.00,0.00,-35.93,212.83,91.26,-64.26,229.38,31.50,0.42,-0.24,0.88,-35.93,212.83,91.26,-64.26,229.38,31.50,0.42,-0.24,0.88,-35.93,212.83,91.26,-64.26,229.38,31.50,0.42,-0.24,0.88,-35.93,212.83,91.26,-64.26,229.38,31.50,0.42,-0.24,0.88,-26.41,217.87,87.52,-45.12,236.04,28.37,0.29,-0.28,0.91,-26.41,217.87,87.52,-45.12,236.04,28.37,0.29,-0.28,0.91,-26.41,217.87,87.52,-45.12,236.04,28.37,0.29,-0.28,0.91,-26.41,217.87,87.52,-45.12,236.04,28.37,0.29,-0.28,0.91,-15.81,220.11,84.03,-24.16,238.35,29.56,0.14,-0.31,0.94,-15.81,220.11,84.03,-24.16,238.35,29.56,0.14,-0.31,0.94,-15.81,220.11,84.03,-24.16,238.35,29.56,0.14,-0.31,0.94,-15.81,220.11,84.03,-24.16,238.35,29.56,0.14,-0.31,0.94,-3.87,215.77,80.49,-4.50,235.93,30.69,0.01,-0.38,0.93,-3.87,215.77,80.49,-4.50,235.93,30.69,0.01,-0.38,0.93,-3.87,215.77,80.49,-4.50,235.93,30.69,0.01,-0.38,0.93,-3.87,215.77,80.49,-4.50,235.93,30.69,0.01,-0.38,0.93
2,-38.06,191.05,92.70,-38.06,191.05,92.70,0.00,0.00,0.00,-38.06,191.05,92.70,-38.06,191.05,92.70,0.00,0.00,0.00,-38.06,191.05,92.70,-38.06,191.05,92.70,0.00,0.00,0.00,-38.06,191.05,92.70,-38.06,191.05,92.70,0.00,0.00,0.00,-36.00,212.87,91.23,-64.38,229.45,31.50,0.42,-0.24,0.88,-36.00,212.87,91.23,-64.38,229.45,31.50,0.42,-0.24,0.88,-36.00,212.87,91.23,-64.38,229.45,31.50,0.42,-0.24,0.88,-36.00,212.87,91.23,-64.38,229.45,31.50,0.42,-0.24,0.88,-26.48,217.92,87.49,-45.25,236.13,28.36,0.29,-0.28,0.91,-26.48,217.92,87.49,-45.25,236.13,28.36,0.29,-0.28,0.91,-26.48,217.92,87.49,-45.25,236.13,28.36,0.29,-0.28,0.91,-26.48,217.92,87.49,-45.25,236.13,28.36,0.29,-0.28,0.91,-15.89,220.18,83.99,-24.30,238.45,29.54,0.14,-0.31,0.94,-15.89,220.18,83.99,-24.30,238.45,29.54,0.14,-0.31,0.94,-15.89,220.18,83.99,-24.30,238.45,29.54,0.14,-0.31,0.94,-15.89,220.18,83.99,-24.30,238.45,29.54,0.14,-0.31,0.94,-3.95,215.84,80.44,-4.63,236.05,30.66,0.01,-0.38,0.93,-3.95,215.84,80.44,-4.63,236.05,30.66,0.01,-0.38,0.93,-3.95,215.84,80.44,-4.63,236.05,30.66,0.01,-0.38,0.93,-3.95,215.84,80.44,-4.63,236.05,30.66,0.01,-0.38,0.93
2,-38.85,191.27,91.72,-38.85,191.27,91.72,0.00,0.00,0.00,-38.85,191.27,91.72,-38.85,191.27,91.72,0.00,0.00,0.00,-38.85,191.27,91.72,-38.85,191.27,91.72,0.00,0.00,0.00,-38.85,191.27,91.72,-38.85,191.27,91.72,0.00,0.00,0.00,-36.50,213.08,90.50,-64.67,230.73,30.98,0.41,-0.26,0.87,-36.50,213.08,90.50,-64.67,230.73,30.98,0.41,-0.26,0.87,-36.50,213.08,90.50,-64.67,230.73,30.98,0.41,-0.26,0.87,-36.50,213.08,90.50,-64.67,230.73,30.98,0.41,-0.26,0.87,-26.91,218.05,86.81,-45.46,237.19,27.91,0.29,-0.30,0.91,-26.91,218.05,86.81,-45.46,237.19,27.91,0.29,-0.30,0.91,-26.91,218.05,86.81,-45.46,237.19,27.91,0.29,-0.30,0.91,-26.91,218.05,86.81,-45.46,237.19,27.91,0.29,-0.30,0.91,-16.29,220.20,83.33,-24.47,239.21,29.10,0.14,-0.33,0.93,-16.29,220.20,83.33,-24.47,239.21,29.10,0.14,-0.33,0.93,-16.29,220.20,83.33,-24.47,239.21,29.10,0.14,-0.33,0.93,-16.29,220.20,83.33,-24.47,239.21,29.10,0.14,-0.33,0.93,-4.41,215.75,79.72,-4.84,236.53,30.18,0.01,-0.39,0.92,-4.41,215.75,79.72,-4.84,236.53,30.18,0.01,-0.39,0.92,-4.41,215.75,79.72,-4.84,236.53,30.18,0.01,-0.39,0.92,-4.41,215.75,79.72,-4.84,236.53,30.18,0.01,-0.39,0.92
2,-38.95,191.06,91.31,-38.95,191.06,91.31,0.00,0.00,0.00,-38.95,191.06,91.31,-38.95,191.06,91.31,0.00,0.00,0.00,-38.95,191.06,91.31,-38.95,191.06,91.31,0.00,0.00,0.00,-38.95,191.06,91.31,-38.95,191.06,91.31,0.00,0.00,0.00,-36.69,212.87,90.11,-65.00,230.47,30.65,0.42,-0.26,0.87,-36.69,212.87,90.11,-65.00,230.47,30.65,0.42,-0.26,0.87,-36.69,212.87,90.11,-65.00,230.47,30.65,0.42,-0.26,0.87,-36.69,212.87,90.11,-65.00,230.47,30.65,0.42,-0.26,0.87,-27.12,217.88,86.41,-45.81,237.01,27.55,0.29,-0.30,0.91,-27.12,217.88,86.41,-45.81,237.01,27.55,0.29,-0.30,0.91,-27.12,217.88,86.41,-45.81,237.01,27.55,0.29,-0.30,0.91,-27.12,217.88,86.41,-45.81,237.01,27.55,0.29,-0.30,0.91,-16.51,220.07,82.92,-24.83,239.11,28.72,0.14,-0.33,0.93,-16.51,220.07,82.92,-24.83,239.11,28.72,0.14,-0.33,0.93,-16.51,220.07,82.92,-24.83,239.11,28.72,0.14,-0.33,0.93,-16.51,220.07,82.92,-24.83,239.11,28.72,0.14,-0.33,0.93,-4.62,215.67,79.30,-5.19,236.50,29.77,0.01,-0.39,0.92,-4.62,215.67,79.30,-5.19,236.50,29.77,0.01,-0.39,0.92,-4.62,215.67,79.30,-5.19,236.50,29.77,0.01,-0.39,0.92,-4.62,215.67,79.30,-5.19,236.50,29.77,0.01,-0.39,0.92
2,-38.96,190.77,90.85,-38.96,190.77,90.85,0.00,0.00,0.00,-38.96,190.77,90.85,-38.96,190.77,90.85,0.00,0.00,0.00,-38.96,190.77,90.85,-38.96,190.77,90.85,0.00,0.00,0.00,-38.96,190.77,90.85,-38.96,190.77,90.85,0.00,0.00,0.00,-36.82,212.59,89.58,-65.38,229.85,30.13,0.42,-0.25,0.87,-36.82,212.59,89.58,-65.38,229.85,30.13,0.42,-0.25,0.87,-36.82,212.59,89.58,-65.38,229.85,30.13,0.42,-0.25,0.87,-36.82,212.59,89.58,-65.38,229.85,30.13,0.42,-0.25,0.87,-27.29,217.64,85.84,-46.24,236.49,26.97,0.29,-0.29,0.91,-27.29,217.64,85.84,-46.24,236.49,26.97,0.29,-0.29,0.91,-27.29,217.64,85.84,-46.24,236.49,26.97,0.29,-0.29,0.91,-27.29,217.64,85.84,-46.24,236.49,26.97,0.29,-0.29,0.91,-16.71,219.89,82.32,-25.27,238.72,28.09,0.15,-0.32,0.93,-16.71,219.89,82.32,-25.27,238.72,28.09,0.15,-0.32,0.93,-16.71,219.89,82.32,-25.27,238.72,28.09,0.15,-0.32,0.93,-16.71,219.89,82.32,-25.27,238.72,28.09,0.15,-0.32,0.93,-4.80,215.55,78.68,-5.61,236.23,29.09,0.02,-0.38,0.92,-4.80,215.55,78.68,-5.61,236.23,29.09,0.02,-0.38,0.92,-4.80,215.55,78.68,-5.61,236.23,29.09,0.02,-0.38,0.92,-4.80,215.55,78.68,-5.61,236.23,29.09,0.02,-0.38,0.92
