3,-26.19,127.22,44.30,-26.19,127.22,44.30,0.00,0.00,0.00,-26.19,127.22,44.30,-26.19,127.22,44.30,0.00,0.00,0.00,-26.19,127.22,44.30,-26.19,127.22,44.30,0.00,0.00,0.00,-26.19,127.22,44.30,-26.19,127.22,44.30,0.00,0.00,0.00,-45.20,137.73,47.50,-68.33,152.16,-14.98,0.34,-0.21,0.92,-45.20,137.73,47.50,-68.33,152.16,-14.98,0.34,-0.21,0.92,-45.20,137.73,47.50,-68.33,152.16,-14.98,0.34,-0.21,0.92,-45.20,137.73,47.50,-68.33,152.16,-14.98,0.34,-0.21,0.92,-55.05,132.25,49.29,-83.65,140.40,-8.11,0.44,-0.13,0.89,-55.05,132.25,49.29,-83.65,140.40,-8.11,0.44,-0.13,0.89,-55.05,132.25,49.29,-83.65,140.40,-8.11,0.44,-0.13,0.89,-55.05,132.25,49.29,-83.65,140.40,-8.11,0.44,-0.13,0.89,-63.05,124.41,51.30,-94.67,125.95,2.65,0.54,-0.03,0.84,-63.05,124.41,51.30,-94.67,125.95,2.65,0.54,-0.03,0.84,-63.05,124.41,51.30,-94.67,125.95,2.65,0.54,-0.03,0.84,-63.05,124.41,51.30,-94.67,125.95,2.65,0.54,-0.03,0.84,-66.40,111.74,52.80,-101.32,109.77,12.01,0.65,0.04,0.76,-66.40,111.74,52.80,-101.32,109.77,12.01,0.65,0.04,0.76,-66.40,111.74,52.80,-101.32,109.77,12.01,0.65,0.04,0.76,-66.40,111.74,52.80,-101.32,109.77,12.01,0.65,0.04,0.76
3,5.91,129.97,59.65,5.91,129.97,59.65,0.00,0.00,0.00,5.91,129.97,59.65,5.91,129.97,59.65,0.00,0.00,0.00,5.91,129.97,59.65,5.91,129.97,59.65,0.00,0.00,0.00,5.91,129.97,59.65,5.91,129.97,59.65,0.00,0.00,0.00,-8.61,145.94,63.73,-29.57,167.04,2.39,0.31,-0.31,0.90,-8.61,145.94,63.73,-29.57,167.04,2.39,0.31,-0.31,0.90,-8.61,145.94,63.73,-29.57,167.04,2.39,0.31,-0.31,0.90,-8.61,145.94,63.73,-29.57,167.04,2.39,0.31,-0.31,0.90,-19.56,143.84,66.14,-47.40,160.70,10.29,0.43,-0.26,0.86,-19.56,143.84,66.14,-47.40,160.70,10.29,0.43,-0.26,0.86,-19.56,143.84,66.14,-47.40,160.70,10.29,0.43,-0.26,0.86,-19.56,143.84,66.14,-47.40,160.70,10.29,0.43,-0.26,0.86,-29.49,138.92,68.73,-61.77,150.45,21.88,0.56,-0.20,0.81,-29.49,138.92,68.73,-61.77,150.45,21.88,0.56,-0.20,0.81,-29.49,138.92,68.73,-61.77,150.45,21.88,0.56,-0.20,0.81,-29.49,138.92,68.73,-61.77,150.45,21.88,0.56,-0.20,0.81,-36.57,127.96,70.62,-72.63,137.18,31.86,0.67,-0.17,0.72,-36.57,127.96,70.62,-72.63,137.18,31.86,0.67,-0.17,0.72,-36.57,127.96,70.62,-72.63,137.18,31.86,0.67,-0.17,0.72,-36.57,127.96,70.62,-72.63,137.18,31.86,0.67,-0.17,0.72
3,7.57,129.87,60.36,7.57,129.87,60.36,0.00,0.00,0.00,7.57,129.87,60.36,7.57,129.87,60.36,0.00,0.00,0.00,7.57,129.87,60.36,7.57,129.87,60.36,0.00,0.00,0.00,7.57,129.87,60.36,7.57,129.87,60.36,0.00,0.00,0.00,-6.68,146.11,64.31,-27.35,167.03,2.81,0.30,-0.31,0.90,-6.68,146.11,64.31,-27.35,167.03,2.81,0.30,-0.31,0.90,-6.68,146.11,64.31,-27.35,167.03,2.81,0.30,-0.31,0.90,-6.68,146.11,64.31,-27.35,167.03,2.81,0.30,-0.31,0.90,-17.67,144.21,66.75,-45.28,161.05,10.77,0.43,-0.26,0.87,-17.67,144.21,66.75,-45.28,161.05,10.77,0.43,-0.26,0.87,-17.67,144.21,66.75,-45.28,161.05,10.77,0.43,-0.26,0.87,-17.67,144.21,66.75,-45.28,161.05,10.77,0.43,-0.26,0.87,-27.68,139.48,69.39,-59.79,151.13,22.47,0.55,-0.20,0.81,-27.68,139.48,69.39,-59.79,151.13,22.47,0.55,-0.20,0.81,-27.68,139.48,69.39,-59.79,151.13,22.47,0.55,-0.20,0.81,-27.68,139.48,69.39,-59.79,151.13,22.47,0.55,-0.20,0.81,-34.93,128.64,71.37,-70.86,138.12,32.56,0.67,-0.18,0.72,-34.93,128.64,71.37,-70.86,138.12,32.56,0.67,-0.18,0.72,-34.93,128.64,71.37,-70.86,138.12,32.56,0.67,-0.18,0.72,-34.93,128.64,71.37,-70.86,138.12,32.56,0.67,-0.18,0.72
3,9.12,130.41,61.58,9.12,130.41,61.58,0.00,0.00,0.00,9.12,130.41,61.58,9.12,130.41,61.58,0.00,0.00,0.00,9.12,130.41,61.58,9.12,130.41,61.58,0.00,0.00,0.00,9.12,130.41,61.58,9.12,130.41,61.58,0.00,0.00,0.00,-4.78,147.02,65.20,-25.01,167.14,3.29,0.30,-0.30,0.91,-4.78,147.02,65.20,-25.01,167.14,3.29,0.30,-0.30,0.91,-4.78,147.02,65.20,-25.01,167.14,3.29,0.30,-0.30,0.91,-4.78,147.02,65.20,-25.01,167.14,3.29,0.30,-0.30,0.91,-15.80,145.40,67.68,-43.06,161.70,11.37,0.42,-0.25,0.87,-15.80,145.40,67.68,-43.06,161.70,11.37,0.42,-0.25,0.87,-15.80,145.40,67.68,-43.06,161.70,11.37,0.42,-0.25,0.87,-15.80,145.40,67.68,-43.06,161.70,11.37,0.42,-0.25,0.87,-25.91,140.93,70.41,-57.78,152.33,23.26,0.55,-0.20,0.81,-25.91,140.93,70.41,-57.78,152.33,23.26,0.55,-0.20,0.81,-25.91,140.93,70.41,-57.78,152.33,23.26,0.55,-0.20,0.81,-25.91,140.93,70.41,-57.78,152.33,23.26,0.55,-0.20,0.81,-33.39,130.30,72.60,-69.12,139.76,33.61,0.66,-0.18,0.73,-33.39,130.30,72.60,-69.12,139.76,33.61,0.66,-0.18,0.73,-33.39,130.30,72.60,-69.12,139.76,33.61,0.66,-0.18,0.73,-33.39,130.30,72.60,-69.12,139.76,33.61,0.66,-0.18,0.73
3,10.85,131.25,62.21,10.85,131.25,62.21,0.00,0.00,0.00,10.85,131.25,62.21,10.85,131.25,62.21,0.00,0.00,0.00,10.85,131.25,62.21,10.85,131.25,62.21,0.00,0.00,0.00,10.85,131.25,62.21,10.85,131.25,62.21,0.00,0.00,0.00,-2.85,148.08,65.63,-22.73,167.76,3.46,0.29,-0.29,0.91,-2.85,148.08,65.63,-22.73,167.76,3.46,0.29,-0.29,0.91,-2.85,148.08,65.63,-22.73,167.76,3.46,0.29,-0.29,0.91,-2.85,148.08,65.63,-22.73,167.76,3.46,0.29,-0.29,0.91,-13.89,146.63,68.10,-40.86,162.65,11.57,0.42,-0.25,0.87,-13.89,146.63,68.10,-40.86,162.65,11.57,0.42,-0.25,0.87,-13.89,146.63,68.10,-40.86,162.65,11.57,0.42,-0.25,0.87,-13.89,146.63,68.10,-40.86,162.65,11.57,0.42,-0.25,0.87,-24.06,142.33,70.86,-55.72,153.60,23.54,0.55,-0.19,0.82,-24.06,142.33,70.86,-55.72,153.60,23.54,0.55,-0.19,0.82,-24.06,142.33,70.86,-55.72,153.60,23.54,0.55,-0.19,0.82,-24.06,142.33,70.86,-55.72,153.60,23.54,0.55,-0.19,0.82,-31.68,131.82,73.17,-67.23,141.30,34.01,0.66,-0.18,0.73,-31.68,131.82,73.17,-67.23,141.30,34.01,0.66,-0.18,0.73,-31.68,131.82,73.17,-67.23,141.30,34.01,0.66,-0.18,0.73,-31.68,131.82,73.17,-67.23,141.30,34.01,0.66,-0.18,0.73
3,12.56,132.03,62.75,12.56,132.03,62.75,0.00,0.00,0.00,12.56,132.03,62.75,12.56,132.03,62.75,0.00,0.00,0.00,12.56,132.03,62.75,12.56,132.03,62.75,0.00,0.00,0.00,12.56,132.03,62.75,12.56,132.03,62.75,0.00,0.00,0.00,-0.94,149.05,65.97,-20.54,168.28,3.57,0.29,-0.28,0.92,-0.94,149.05,65.97,-20.54,168.28,3.57,0.29,-0.28,0.92,-0.94,149.05,65.97,-20.54,168.28,3.57,0.29,-0.28,0.92,-0.94,149.05,65.97,-20.54,168.28,3.57,0.29,-0.28,0.92,-12.00,147.76,68.45,-38.73,163.46,11.72,0.41,-0.24,0.88,-12.00,147.76,68.45,-38.73,163.46,11.72,0.41,-0.24,0.88,-12.00,147.76,68.45,-38.73,163.46,11.72,0.41,-0.24,0.88,-12.00,147.76,68.45,-38.73,163.46,11.72,0.41,-0.24,0.88,-22.22,143.60,71.25,-53.71,154.72,23.77,0.54,-0.19,0.82,-22.22,143.60,71.25,-53.71,154.72,23.77,0.54,-0.19,0.82,-22.22,143.60,71.25,-53.71,154.72,23.77,0.54,-0.19,0.82,-22.22,143.60,71.25,-53.71,154.72,23.77,0.54,-0.19,0.82,-29.96,133.21,73.67,-65.37,142.67,34.37,0.66,-0.18,0.73,-29.96,133.21,73.67,-65.37,142.67,34.37,0.66,-0.18,0.73,-29.96,133.21,73.67,-65.37,142.67,34.37,0.66,-0.18,0.73,-29.96,133.21,73.67,-65.37,142.67,34.37,0.66,-0.18,0.73
3,14.50,132.72,63.70,14.50,132.72,63.70,0.00,0.00,0.00,14.50,132.72,63.70,14.50,132.72,63.70,0.00,0.00,0.00,14.50,132.72,63.70,14.50,132.72,63.70,0.00,0.00,0.00,14.50,132.72,63.70,14.50,132.72,63.70,0.00,0.00,0.00,1.29,150.00,66.75,-18.31,168.69,4.19,0.29,-0.27,0.92,1.29,150.00,66.75,-18.31,168.69,4.19,0.29,-0.27,0.92,1.29,150.00,66.75,-18.31,168.69,4.19,0.29,-0.27,0.92,1.29,150.00,66.75,-18.31,168.69,4.19,0.29,-0.27,0.92,-9.77,148.92,69.30,-36.54,164.28,12.49,0.41,-0.24,0.88,-9.77,148.92,69.30,-36.54,164.28,12.49,0.41,-0.24,0.88,-9.77,148.92,69.30,-36.54,164.28,12.49,0.41,-0.24,0.88,-9.77,148.92,69.30,-36.54,164.28,12.49,0.41,-0.24,0.88,-20.05,144.97,72.21,-51.59,155.95,24.73,0.54,-0.19,0.82,-20.05,144.97,72.21,-51.59,155.95,24.73,0.54,-0.19,0.82,-20.05,144.97,72.21,-51.59,155.95,24.73,0.54,-0.19,0.82,-20.05,144.97,72.21,-51.59,155.95,24.73,0.54,-0.19,0.82,-27.95,134.73,74.80,-63.39,144.23,35.55,0.66,-0.18,0.73,-27.95,134.73,74.80,-63.39,144.23,35.55,0.66,-0.18,0.73,-27.95,134.73,74.80,-63.39,144.23,35.55,0.66,-0.18,0.73,-27.95,134.73,74.80,-63.39,144.23,35.55,0.66,-0.18,0.73
3,17.73,136.76,64.43,17.73,136.76,64.43,0.00,0.00,0.00,17.73,136.76,64.43,17.73,136.76,64.43,0.00,0.00,0.00,17.73,136.76,64.43,17.73,136.76,64.43,0.00,0.00,0.00,17.73,136.76,64.43,17.73,136.76,64.43,0.00,0.00,0.00,3.89,153.62,67.02,-18.33,168.20,4.24,0.33,-0.21,0.92,3.89,153.62,67.02,-18.33,168.20,4.24,0.33,-0.21,0.92,3.89,153.62,67.02,-18.33,168.20,4.24,0.33,-0.21,0.92,3.89,153.62,67.02,-18.33,168.20,4.24,0.33,-0.21,0.92,-7.04,152.22,69.97,-36.10,163.47,13.32,0.45,-0.17,0.88,-7.04,152.22,69.97,-36.10,163.47,13.32,0.45,-0.17,0.88,-7.04,152.22,69.97,-36.10,163.47,13.32,0.45,-0.17,0.88,-7.04,152.22,69.97,-36.10,163.47,13.32,0.45,-0.17,0.88,-17.05,148.00,73.39,-50.41,155.17,26.44,0.57,-0.12,0.81,-17.05,148.00,73.39,-50.41,155.17,26.44,0.57,-0.12,0.81,-17.05,148.00,73.39,-50.41,155.17,26.44,0.57,-0.12,0.81,-17.05,148.00,73.39,-50.41,155.17,26.44,0.57,-0.12,0.81,-24.42,137.59,76.75,-61.38,143.56,38.21,0.69,-0.11,0.72,-24.42,137.59,76.75,-61.38,143.56,38.21,0.69,-0.11,0.72,-24.42,137.59,76.75,-61.38,143.56,38.21,0.69,-0.11,0.72,-24.42,137.59,76.75,-61.38,143.56,38.21,0.69,-0.11,0.72
3,19.34,136.35,64.83,19.34,136.35,64.83,0.00,0.00,0.00,19.34,136.35,64.83,19.34,136.35,64.83,0.00,0.00,0.00,19.34,136.35,64.83,19.34,136.35,64.83,0.00,0.00,0.00,19.34,136.35,64.83,19.34,136.35,64.83,0.00,0.00,0.00,6.06,153.62,67.65,-16.06,169.45,5.14,0.32,-0.23,0.92,6.06,153.62,67.65,-16.06,169.45,5.14,0.32,-0.23,0.92,6.06,153.62,67.65,-16.06,169.45,5.14,0.32,-0.23,0.92,6.06,153.62,67.65,-16.06,169.45,5.14,0.32,-0.23,0.92,-4.89,152.54,70.65,-33.91,165.22,14.29,0.45,-0.20,0.87,-4.89,152.54,70.65,-33.91,165.22,14.29,0.45,-0.20,0.87,-4.89,152.54,70.65,-33.91,165.22,14.29,0.45,-0.20,0.87,-4.89,152.54,70.65,-33.91,165.22,14.29,0.45,-0.20,0.87,-15.00,148.61,74.11,-48.40,157.27,27.43,0.58,-0.15,0.80,-15.00,148.61,74.11,-48.40,157.27,27.43,0.58,-0.15,0.80,-15.00,148.61,74.11,-48.40,157.27,27.43,0.58,-0.15,0.80,-15.00,148.61,74.11,-48.40,157.27,27.43,0.58,-0.15,0.80,-22.68,138.42,77.42,-59.66,145.90,39.16,0.69,-0.14,0.71,-22.68,138.42,77.42,-59.66,145.90,39.16,0.69,-0.14,0.71,-22.68,138.42,77.42,-59.66,145.90,39.16,0.69,-0.14,0.71,-22.68,138.42,77.42,-59.66,145.90,39.16,0.69,-0.14,0.71
3,20.69,136.23,65.37,20.69,136.23,65.37,0.00,0.00,0.00,20.69,136.23,65.37,20.69,136.23,65.37,0.00,0.00,0.00,20.69,136.23,65.37,20.69,136.23,65.37,0.00,0.00,0.00,20.69,136.23,65.37,20.69,136.23,65.37,0.00,0.00,0.00,7.87,153.84,68.25,-13.86,170.46,5.81,0.32,-0.24,0.92,7.87,153.84,68.25,-13.86,170.46,5.81,0.32,-0.24,0.92,7.87,153.84,68.25,-13.86,170.46,5.81,0.32,-0.24,0.92,7.87,153.84,68.25,-13.86,170.46,5.81,0.32,-0.24,0.92,-3.11,153.04,71.26,-31.81,166.67,14.96,0.44,-0.21,0.87,-3.11,153.04,71.26,-31.81,166.67,14.96,0.44,-0.21,0.87,-3.11,153.04,71.26,-31.81,166.67,14.96,0.44,-0.21,0.87,-3.11,153.04,71.26,-31.81,166.67,14.96,0.44,-0.21,0.87,-13.32,149.37,74.71,-46.50,159.06,28.08,0.57,-0.17,0.80,-13.32,149.37,74.71,-46.50,159.06,28.08,0.57,-0.17,0.80,-13.32,149.37,74.71,-46.50,159.06,28.08,0.57,-0.17,0.80,-13.32,149.37,74.71,-46.50,159.06,28.08,0.57,-0.17,0.80,-21.26,139.37,77.99,-58.05,147.95,39.78,0.68,-0.16,0.71,-21.26,139.37,77.99,-58.05,147.95,39.78,0.68,-0.16,0.71,-21.26,139.37,77.99,-58.05,147.95,39.78,0.68,-0.16,0.71,-21.26,139.37,77.99,-58.05,147.95,39.78,0.68,-0.16,0.71
